	W	Reject null hypothesis
Bacteria;Terrabacteria;Tenericutes;Tenericutes_X	2	False
Eukaryota;Obazoa;Opisthokonta;Fungi	2	False
Eukaryota:plas;Archaeplastida:plas;Streptophyta:plas;Streptophyta_X:plas	2	False
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X	1	False
Bacteria;;;	1	False
;;;	0	False
Bacteria;Terrabacteria;;	0	False
Eukaryota:plas;;;	0	False
Eukaryota:plas;Archaeplastida:plas;;	0	False
Eukaryota;TSAR;Alveolata;Dinoflagellata	0	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X	0	False
Bacteria;Terrabacteria;Armatimonadetes;Armatimonadetes_X	0	False
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas	0	False
Bacteria;FCB;Fibrobacteres;Fibrobacteres_X	0	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X	0	False
Bacteria;Gracilicutes;Dependentiae;Dependentiae_X	0	False
Eukaryota;Obazoa;Opisthokonta;Metazoa	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X	0	False
Bacteria;Gracilicutes;Spirochaetes;Spirochaetes_X	0	False
Bacteria;PVC;Chlamydiae;Chlamydiae_X	0	False
Eukaryota:plas;Archaeplastida:plas;Glaucophyta:plas;Glaucophyta_X:plas	0	False
Bacteria;PVC;;	0	False
Bacteria;FCB;Gemmatimonadetes;Gemmatimonadetes_X	0	False
Eukaryota:mito;TSAR:mito;Stramenopiles:mito;Gyrista:mito	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X	0	False
Eukaryota:mito;;;	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X	0	False
Eukaryota:plas;Excavata:plas;Discoba:plas;Euglenozoa:plas	0	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X	0	False
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X	0	False
Eukaryota:plas;Cryptista:plas;Cryptophyta:plas;Cryptophyta_X:plas	0	False
Eukaryota;;;	0	False
Eukaryota;TSAR;Alveolata;Ciliophora	0	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X	0	False
Eukaryota:mito;Archaeplastida:mito;Streptophyta:mito;Streptophyta_X:mito	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas	0	False
Bacteria;PANNAM;;	0	False
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X	0	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas	0	False
Bacteria;PVC;Kiritimatiellaeota;Kiritimatiellaeota_X	0	False
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X	0	False
Bacteria;Gracilicutes;Fusobacteria;Fusobacteria_X	0	False
