	W	Reject null hypothesis
Bacteria;Terrabacteria;Tenericutes;Tenericutes_X;Mollicutes	2	False
Eukaryota:plas;Archaeplastida:plas;Streptophyta:plas;Streptophyta_X:plas;Zygnemophyceae:plas	2	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia	2	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas	0	False
Bacteria;Terrabacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadia	0	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyta_XX:plas	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Phycisphaerae	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Negativicutes	0	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Microgenomatia	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Eustigmatophyceae:plas	0	False
Bacteria;FCB;Fibrobacteres;Fibrobacteres_X;Fibrobacteria	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Erysipelotrichia	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Xanthophyceae:plas	0	False
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;	0	False
Eukaryota:plas;Archaeplastida:plas;;;	0	False
Eukaryota:plas;;;;	0	False
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas;Dinophyceae:plas	0	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;	0	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia	0	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;	0	False
Bacteria;PVC;;;	0	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Dehalococcoidia	0	False
Eukaryota:plas;Archaeplastida:plas;Glaucophyta:plas;Glaucophyta_X:plas;Glaucocystophyceae:plas	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Phaeophyceae:plas	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;	0	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Saccharimonadia	0	False
Bacteria;PANNAM;Acidobacteria;Acidobacteria_X;Blastocatellia_(Subgroup_4)	0	False
Bacteria;PVC;Verrucomicrobia;Verrucomicrobia_X;Verrucomicrobiae	0	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Nephroselmidophyceae:plas	0	False
Bacteria;PVC;Chlamydiae;Chlamydiae_X;Chlamydiae_XX	0	False
Bacteria;Gracilicutes;Spirochaetes;Spirochaetes_X;Leptospirae	0	False
Eukaryota;Obazoa;Opisthokonta;Metazoa;	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Coscinodiscophyceae:plas	0	False
Bacteria;Gracilicutes;Dependentiae;Dependentiae_X;Babeliae	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas	0	False
Bacteria;;;;	0	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae	0	False
Bacteria;Terrabacteria;;;	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;	0	False
Bacteria;CMS;Cyanobacteria;Cyanobacteria_X;Cyanophyceae	0	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Acidimicrobiia	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia	0	False
Eukaryota:plas;Excavata:plas;Discoba:plas;Euglenozoa:plas;Euglenida:plas	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria	0	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;Ignavibacteria	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli	0	False
