Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	Baao	Baao	Baao	Baao	Baao	Bato	Bato	Bato	Bato	Bato	Buhi	Buhi	Buhi	Buhi	Buhi
Bacteria;	262.0	275.5	289.0	321.0	353.0	181.0	625.75	867.0	966.25	985.0	1398.0	1429.5	1507.0	1614.25	1735.0
Bacteria;PVC	1663.0	1672.0	1681.0	1870.5	2060.0	1300.0	2720.5	3396.5	3640.0	3763.0	10102.0	11971.75	12633.0	13047.5	14177.0
Bacteria;PANNAM	14579.0	15319.5	16060.0	16767.5	17475.0	4941.0	5962.5	7478.5	9017.25	10107.0	6384.0	6574.5	7510.0	8512.0	8902.0
Bacteria;FCB	4054.0	5937.0	7820.0	8106.5	8393.0	4831.0	5135.5	5279.5	5693.0	6806.0	4698.0	5480.25	5817.5	6196.75	7105.0
Eukaryota:plas;Archaeplastida:plas	3329.0	3787.0	4245.0	5141.5	6038.0	2111.0	2485.25	2726.5	2877.0	2979.0	2865.0	3185.25	3678.0	4094.0	4184.0
;	111.0	182.0	253.0	265.5	278.0	117.0	625.5	888.5	1030.75	1177.0	314.0	392.75	440.0	485.25	558.0
Bacteria;Terrabacteria	7319.0	7647.0	7975.0	8173.0	8371.0	8911.0	9112.0	12242.0	15425.0	15785.0	14673.0	15193.5	15685.5	16246.5	16974.0
Eukaryota:plas;Excavata:plas	11.0	31.0	51.0	71.5	92.0	26.0	44.75	87.5	157.75	259.0	1.0	3.25	5.0	7.75	13.0
Bacteria;CMS	6758.0	8142.5	9527.0	10321.0	11115.0	11540.0	11801.0	12007.0	12759.25	14659.0	6337.0	6433.75	6528.0	6655.0	6850.0
Eukaryota:plas;Cryptista:plas	63.0	141.5	220.0	384.0	548.0	347.0	574.25	683.0	823.5	1146.0	5.0	10.25	29.0	56.25	87.0
Eukaryota;	9.0	15.5	22.0	27.5	33.0	16.0	89.5	128.0	157.75	205.0	81.0	82.5	84.5	96.0	126.0
Eukaryota;TSAR	1.0	4.0	7.0	17.0	27.0	1.0	6.25	14.5	37.25	86.0	1.0	1.0	3.5	6.5	8.0
Bacteria;CCD	190.0	254.0	318.0	328.5	339.0	133.0	277.0	342.0	375.5	425.0	358.0	378.25	408.5	438.0	456.0
Eukaryota:mito;Archaeplastida:mito	1.0	1.0	1.0	2.0	3.0	14.0	41.0	52.0	64.0	94.0	1.0	1.0	1.0	4.25	14.0
Eukaryota:plas;TSAR:plas	794.0	927.0	1060.0	1265.5	1471.0	1272.0	2986.5	3866.5	4308.25	4708.0	1399.0	1440.25	1646.5	1885.75	2026.0
Bacteria;DST	1.0	1.0	1.0	1.0	1.0	1.0	2.5	5.5	8.75	11.0	1.0	1.0	1.0	4.25	14.0
Bacteria;Gracilicutes	15.0	20.0	25.0	25.0	25.0	21.0	40.5	55.0	70.0	91.0	87.0	89.25	95.0	105.25	121.0
Eukaryota:mito;	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	10.25	14.0	1.0	4.0	5.5	7.75	13.0
Eukaryota:mito;TSAR:mito	25.0	30.0	35.0	37.0	39.0	106.0	138.25	151.0	175.75	244.0	230.0	231.5	252.0	278.75	299.0
Eukaryota:plas;	1.0	1.0	1.0	3.0	5.0	1.0	1.0	2.5	9.0	24.0	10.0	10.75	14.5	20.25	27.0
Eukaryota;Obazoa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.5	4.25	5.0	1.0	1.0	1.0	2.25	6.0
