	W	Reject null hypothesis
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Halothiobacillales	9	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Actinobacteria_XX;Micromonosporales	9	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Bacilli;Lactobacillales	9	False
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Deinococcales	9	False
Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida	9	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlamydomonadales:plas	9	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Syntrophobacterales	9	False
Eukaryota:plas;Archaeplastida:plas;Streptophyta:plas;Streptophyta_X:plas;Zygnemophyceae:plas;Zygnemophyceae_X:plas	9	False
Bacteria;Terrabacteria;Tenericutes;Tenericutes_X;Mollicutes;Mollicutes_RF39	8	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;NB1j	8	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Litostomatea_X	2	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Clostridia;	1	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Micavibrionales	1	False
Bacteria;DST;Deinococcus_Thermus;Deinococcus_Thermus_X;Deinococci;Thermales	1	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;	1	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfovibrionales	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Planctomycetacia;Isosphaerales	0	False
Bacteria;;;;;	0	False
Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_4	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Alphaproteobacteria;Alphaproteobacteria_X	0	False
Bacteria;FCB;Bacteroidetes;Bacteroidetes_X;;	0	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyceae:plas;Chlorophyceae_X:plas	0	False
Bacteria;CCD;Chloroflexi;Chloroflexi_X;Anaerolineae;Anaerolineales	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Chrysophyceae:plas;	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Arenicellales	0	False
Bacteria;FCB;Fibrobacteres;Fibrobacteres_X;Fibrobacteria;Fibrobacterales	0	False
Bacteria;Terrabacteria;Actinobacteria;Actinobacteria_X;Thermoleophilia;Gaiellales	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfobacterales	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Erysipelotrichia;Erysipelotrichales	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;;	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfarculales	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Eustigmatophyceae:plas;Eustigmatophyceae_X:plas	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Deltaproteobacteria;Desulfuromonadales	0	False
Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Mediophyceae_X:plas	0	False
Bacteria;CCD;Patescibacteria;Patescibacteria_X;Microgenomatia;Candidatus_Woesebacteria	0	False
Bacteria;Terrabacteria;Firmicutes;Firmicutes_X;Negativicutes;Selenomonadales	0	False
Bacteria;PVC;Planctomycetes;Planctomycetes_X;Phycisphaerae;Phycisphaerales	0	False
Bacteria;PANNAM;Proteobacteria;Proteobacteria_X;Gammaproteobacteria;Diplorickettsiales	0	False
Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Chlorophyta_XX:plas;Chlorophyta_XXX:plas	0	False
Bacteria;Terrabacteria;Armatimonadetes;Armatimonadetes_X;Armatimonadia;Armatimonadales	0	False
Eukaryota:plas;TSAR:plas;Alveolata:plas;Dinoflagellata:plas;Dinophyceae:plas;Peridiniales:plas	0	False
Bacteria;Gracilicutes;Dependentiae;Dependentiae_X;Babeliae;Babeliales	0	False
