# Constructed from biom file
#OTU ID	Baao_Agri_563	Baao_Center_563	Baao_Tribu_563	Bato_Center_563	Bato_Resid_563	Bato_Tilap_563	Bato_Tribu_563	Buhi_Center_563	Buhi_Resid_563	Buhi_Tilap_563	Buhi_Tribu_563
Bacteria;	0.006810354834964981	0.005776381019830028	0.005936186000494682	0.013392238392238392	0.004294712731437297	0.017264975260553744	0.022149852180339984	0.025156213422649596	0.029594483888585474	0.02612696408995781	0.02826057071034388
Bacteria;PVC	0.039836706264752546	0.037181303116147306	0.034256740044521394	0.05531878031878032	0.030993510211872494	0.06312945222304102	0.08689024390243902	0.22678407433417969	0.2162411250682687	0.23545825997408895	0.1983738879396689
Bacteria;PANNAM	0.33807994427891497	0.32263633144475923	0.331004204798417	0.1750866250866251	0.1503626646306547	0.1518229989121662	0.11409830007390984	0.1149406659103596	0.14304000546149645	0.1478424077334485	0.13034427227557494
Bacteria;FCB	0.15127887629145223	0.08969989376770539	0.17297386429219228	0.1178967428967429	0.12492842145447605	0.09336070463557568	0.11155764966740576	0.10611708353591558	0.09796559257236483	0.11799488423080756	0.0922445452581551
Eukaryota:plas;Archaeplastida:plas	0.06438880934875982	0.0939270538243626	0.12443317668398055	0.05159390159390159	0.06224947509066616	0.04986489805944486	0.04873429416112343	0.0731637044640124	0.05616807755324959	0.06947812510381025	0.0562461949370569
;	0.0053592849127423285	0.0024344900849858357	0.0051941627504328465	0.016995841995841997	0.0027677037602595917	0.020633750921149593	0.018338876570583886	0.008283363045396432	0.009506417258328782	0.005198817393615255	0.008209116439835818
Bacteria;Terrabacteria	0.16193940332004797	0.17647839943342777	0.15083683733201417	0.2651420651420651	0.21898263027295287	0.276941432431484	0.20579268292682926	0.2767003403381773	0.2896811851447297	0.24369664153074444	0.3142834698246234
Eukaryota:plas;Excavata:plas	0.0009673799481484347	0.0002213172804532578	0.0018756698821007502	0.0008662508662508662	0.006155754915060126	0.002158121907569218	0.0005774205469327421	5.402193290475933e-05	0.00020480611687602403	0.0	9.819517272530882e-05
Bacteria;CMS	0.1843052277212398	0.2459720254957507	0.13927364168521725	0.20594248094248094	0.3497327734300439	0.2127416921079412	0.26651422764227645	0.11865017196981975	0.1081376297105407	0.11375942597083347	0.1269663583338243
Eukaryota:plas;Cryptista:plas	0.010583136632743876	0.0013721671388101982	0.004513974771209498	0.019837144837144837	0.00825539225042947	0.012545180194406428	0.014989837398373984	0.00019808042065078423	0.0007680229382850901	6.643856094077002e-05	0.0016889569708753117
Eukaryota;	0.00015478079170374957	0.000708215297450425	0.0004328468958694039	0.002442827442827443	0.00035789272761977477	0.003579324139383093	0.002609940872135994	0.001440584877460249	0.0013995084653194976	0.0020762050293990633	0.00166931793633025
Eukaryota;TSAR	0.00011608559377781217	0.0005754249291784702	0.0	0.0003465003465003465	0.00202805878984539	0.00012281994595922377	0.0	0.0	0.00011947023484434736	0.0	9.819517272530882e-05
Bacteria;CCD	0.006539488449483419	0.004182896600566572	0.006533926951933383	0.007345807345807346	0.003149456003054018	0.006281362950486016	0.007483370288248337	0.008193326490555165	0.006553795740032769	0.00715875494136797	0.00701113533258705
Eukaryota:mito;Archaeplastida:mito	0.0	0.0	4.122351389232418e-05	0.0016112266112266113	0.0012645543042565375	0.0008597396217145664	0.0003002586844050259	0.0	0.00022187329328235937	0.0	0.0
Eukaryota:plas;TSAR:plas	0.028440970475563983	0.01755046033994334	0.021827850605985653	0.061625086625086624	0.030325443786982247	0.08258764080429519	0.09640613451589061	0.033097437559649216	0.03456103222282905	0.02413380726173471	0.027455370293996348
Bacteria;DST	0.0	0.0	0.0	0.00017325017325017325	4.77190303493033e-05	0.00012281994595922377	0.0	0.0	0.0	0.00021592532305750257	0.0
Bacteria;Gracilicutes	0.00046434237511124867	0.0005311614730878187	0.00028856459724626926	0.0015592515592515593	0.000477190303493033	0.0010878338070674106	0.0010624538063562453	0.0015486287432697676	0.001518978700163845	0.0019931568282231006	0.0019442644199611147
Eukaryota:mito;	0.0	0.0	0.0	0.0001386001386001386	0.0	0.00022809418535284416	0.0	0.0	0.00020480611687602403	6.643856094077002e-05	9.819517272530882e-05
Eukaryota:mito;TSAR:mito	0.0007352087605928104	0.0007524787535410764	0.0004946821667078902	0.0026334026334026333	0.0035312082458484446	0.004263606695441626	0.0024251662971175167	0.005366178668539427	0.0039425177498634625	0.004501212503737169	0.004497338910819144
Eukaryota:plas;	0.0	0.0	8.244702778464837e-05	0.0	0.0	0.0004035512510088781	6.929046563192905e-05	0.00030612428646030286	0.00017067176406335336	0.00014948676211673254	0.0005106148981716059
Eukaryota;Obazoa	0.0	0.0	0.0	5.197505197505198e-05	9.54380606986066e-05	0.0	0.0	0.0	0.0	8.304820117596253e-05	0.0
